,Ward_Precinct,Unnamed: 0,Unnamed: 0.1,MICHELLE WU,PAT PAYASO,MICHAEL F FLAHERTY,AYANNA S PRESSLEY,DOMINGOS DAROSA,ALTHEA GARRISON,ANNISSA E GEORGE,WILLIAM A KING,ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Registered Voters,Turnout,Unnamed: 0.1.1,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Hispanic & Black Percentage,Black plurality (Y/N),Pressley percentage,Wu Percentage,Flaherty Percentage,Annissa Percentage,Latino plurality (Y/N),White plurality (Y/N),Asian plurality (Y/N),Year
229,2105,229,229,199,16,86,150,39,68,137,22,2,719,253,243,1585,0.153312303,230,2105,2668,1915,106,2,511,3,64,67,2668,1792,98,184,0,507,2,29,56,3.973013493,0.074962519,19.15292354,0.112443778,2.3988006,2.511244378,6.896551724,71.77661169,10.86956522,N,20.86230876,27.67732962,11.96105702,19.054242,N,Y,N,2017
230,2106,230,230,214,15,139,156,28,56,167,33,4,812,324,284,1101,0.257947321,231,2106,2860,2162,94,5,405,3,108,83,2860,2024,89,216,2,404,3,51,71,3.286713287,0.174825175,14.16083916,0.104895105,3.776223776,2.902097902,7.552447552,75.59440559,10.83916084,N,19.21182266,26.3546798,17.1182266,20.56650246,N,Y,N,2017
231,2107,231,231,188,30,105,132,50,64,149,23,4,745,267,253,1491,0.169684775,232,2107,1555,1017,152,5,207,3,107,64,1555,858,131,290,2,206,3,16,49,9.774919614,0.321543408,13.31189711,0.192926045,6.881028939,4.115755627,18.64951768,65.40192926,28.4244373,N,17.71812081,25.23489933,14.09395973,20,N,Y,N,2017
232,2108,232,232,214,27,90,168,53,69,145,27,2,795,249,261,1759,0.148379761,233,2108,2811,2080,124,6,433,1,104,63,2811,1981,118,196,2,432,1,31,50,4.411241551,0.213447172,15.4037709,0.035574529,3.699750978,2.241195304,6.972607613,73.99501957,11.38384916,N,21.13207547,26.91823899,11.32075472,18.23899371,N,Y,N,2017
233,2109,233,233,198,24,123,159,46,59,135,33,1,778,278,264,1772,0.148984199,234,2109,2881,1824,255,11,555,1,140,95,2881,1691,230,304,4,553,1,24,74,8.85109337,0.381811871,19.26414439,0.03471017,4.859423811,3.297466158,10.5518917,63.31135023,19.40298507,N,20.43701799,25.44987147,15.80976864,17.35218509,N,Y,N,2017
234,2110,234,234,212,20,139,146,39,69,132,35,5,797,479,319,1487,0.214525891,235,2110,2112,1504,152,2,313,1,74,66,2112,1399,134,214,1,311,1,7,45,7.196969697,0.09469697,14.82007576,0.047348485,3.503787879,3.125,10.13257576,71.21212121,17.32954545,N,18.31869511,26.59974906,17.44040151,16.5621079,N,Y,N,2017
235,2111,235,235,205,35,134,163,35,70,161,30,1,834,358,298,1715,0.173760933,236,2111,2664,1982,82,4,465,0,67,64,2664,1890,76,161,2,465,0,18,52,3.078078078,0.15015015,17.45495495,0,2.515015015,2.402402402,6.043543544,74.3993994,9.121621622,N,19.54436451,24.58033573,16.06714628,19.30455635,N,Y,N,2017
236,2112,236,236,219,19,147,174,43,86,146,37,3,874,590,366,1650,0.221818182,237,2112,2414,2051,85,2,198,2,36,40,2414,1972,76,126,1,196,2,8,33,3.521126761,0.082850041,8.202154101,0.082850041,1.491300746,1.657000829,5.21955261,84.96271748,8.74067937,N,19.90846682,25.05720824,16.81922197,16.70480549,N,Y,N,2017
237,2113,237,237,403,47,318,285,54,111,255,36,8,1517,631,537,2040,0.263235294,238,2113,2772,2133,52,1,502,1,39,44,2772,2088,48,76,0,502,1,17,40,1.875901876,0.036075036,18.10966811,0.036075036,1.406926407,1.587301587,2.741702742,76.94805195,4.617604618,N,18.78707976,26.56558998,20.96242584,16.80949242,N,Y,N,2017
238,2114,238,238,127,14,75,107,26,51,105,12,4,521,107,157,996,0.157630522,239,2114,1528,1253,44,2,175,0,20,34,1528,1197,42,83,2,175,0,2,27,2.879581152,0.130890052,11.45287958,0,1.308900524,2.22513089,5.431937173,82.0026178,8.311518325,N,20.53742802,24.37619962,14.39539347,20.15355086,N,Y,N,2017
239,2115,239,239,173,22,90,137,36,60,126,15,2,661,191,213,1235,0.172469636,240,2115,1905,1545,54,6,236,2,32,30,1905,1488,53,87,4,235,2,11,25,2.834645669,0.31496063,12.38845144,0.104986877,1.679790026,1.57480315,4.566929134,81.1023622,7.401574803,N,20.72617247,26.17246596,13.61573374,19.06202723,N,Y,N,2017
240,2116,240,240,241,26,173,211,37,72,158,36,1,955,353,327,1553,0.210560206,241,2116,5369,4299,265,4,567,0,88,146,5369,4024,248,393,4,564,0,11,125,4.935742224,0.074501769,10.56062581,0,1.639038927,2.719314584,7.319798845,80.07077668,12.25554107,N,22.09424084,25.23560209,18.11518325,16.54450262,N,Y,N,2017
241,2201,241,241,286,26,191,212,59,73,225,32,4,1108,608,429,1923,0.223088924,242,2201,5112,3220,357,17,1026,1,278,213,5112,2804,315,712,8,1022,1,68,182,6.983568075,0.332550861,20.07042254,0.019561815,5.438184664,4.166666667,13.92801252,62.98904538,20.91158059,N,19.13357401,25.81227437,17.23826715,20.30685921,N,Y,N,2017
242,2202,242,242,327,40,205,242,68,94,232,50,12,1270,782,513,2322,0.220930233,243,2202,2937,1933,163,8,404,2,315,112,2937,1738,146,480,3,401,2,98,69,5.549880831,0.272386789,13.75553286,0.068096697,10.72522983,3.813415049,16.34320735,65.81545795,21.89308819,N,19.05511811,25.7480315,16.14173228,18.26771654,N,Y,N,2017
243,2203,243,243,293,41,205,211,53,95,179,46,6,1129,587,429,1891,0.226864093,244,2203,2369,1875,78,3,306,0,73,34,2369,1787,70,157,3,305,0,21,26,3.292528493,0.126635711,12.91684255,0,3.081468974,1.435204728,6.62726889,79.14731954,9.919797383,N,18.6891054,25.95217006,18.15766165,15.85473871,N,Y,N,2017
244,2204,244,244,246,40,167,182,37,66,169,31,6,944,444,347,1232,0.281655844,245,2204,1406,1133,57,0,154,0,42,20,1406,1085,55,87,0,151,0,10,18,4.054054054,0,10.95305832,0,2.987197724,1.422475107,6.187766714,80.58321479,10.24182077,N,19.27966102,26.05932203,17.69067797,17.90254237,N,Y,N,2017
245,2205,245,245,131,20,76,90,25,43,91,12,1,489,363,213,1132,0.188162544,246,2205,1642,1010,116,3,185,0,251,77,1642,894,99,270,1,184,0,136,58,7.06455542,0.182704019,11.26674787,0,15.2862363,4.689403167,16.44336175,61.51035323,23.50791717,N,18.40490798,26.78936605,15.54192229,18.60940695,N,Y,N,2017
246,2206,246,246,179,26,136,128,33,40,125,26,2,695,297,248,1088,0.227941176,247,2206,1585,1157,41,1,221,0,117,48,1585,1066,32,169,1,221,0,58,38,2.586750789,0.063091483,13.94321767,0,7.38170347,3.028391167,10.66246057,72.99684543,13.24921136,N,18.41726619,25.75539568,19.56834532,17.98561151,N,Y,N,2017
247,2207,247,247,301,43,213,216,57,89,206,34,9,1168,540,427,1605,0.266043614,248,2207,2079,1628,118,4,160,1,121,47,2079,1552,109,164,3,159,1,52,39,5.675805676,0.192400192,7.696007696,0.048100048,5.82010582,2.260702261,7.888407888,78.30687831,13.56421356,N,18.49315068,25.77054795,18.23630137,17.6369863,N,Y,N,2017
248,2208,248,248,201,21,174,155,20,46,139,24,0,780,400,295,1282,0.230109204,249,2208,2065,1583,61,1,357,0,26,37,2065,1505,58,108,1,354,0,8,31,2.953995157,0.04842615,17.28813559,0,1.259079903,1.791767554,5.230024213,76.65859564,8.18401937,N,19.87179487,25.76923077,22.30769231,17.82051282,N,Y,N,2017
249,2209,249,249,195,24,130,147,35,59,142,25,2,759,377,284,1328,0.213855422,250,2209,2018,1564,40,0,319,2,33,60,2018,1498,37,99,0,319,2,11,52,1.982160555,0,15.80773043,0.099108028,1.635282458,2.973240833,4.905847374,77.5024777,6.888007929,N,19.36758893,25.6916996,17.12779974,18.7088274,N,Y,N,2017
250,2210,250,250,289,29,200,193,52,86,196,28,7,1080,484,391,1455,0.268728522,251,2210,2442,1984,90,1,250,0,73,44,2442,1842,81,207,1,248,0,34,29,3.685503686,0.040950041,10.23751024,0,2.989352989,1.801801802,8.476658477,81.24488124,12.16216216,N,17.87037037,26.75925926,18.51851852,18.14814815,N,Y,N,2017
251,2211,251,251,186,19,128,116,23,43,113,18,2,648,412,265,1041,0.25456292,252,2211,1315,1019,66,5,155,0,29,41,1315,949,64,109,1,152,0,12,28,5.019011407,0.380228137,11.78707224,0,2.205323194,3.117870722,8.288973384,77.4904943,13.30798479,N,17.90123457,28.7037037,19.75308642,17.4382716,N,Y,N,2017
252,2212,252,252,198,26,149,123,32,48,133,26,4,739,397,284,1200,0.236666667,253,2212,1646,1007,164,8,242,1,158,66,1646,903,138,299,5,242,0,29,30,9.963547995,0.486026731,14.70230863,0.060753341,9.599027947,4.009720535,18.16524909,61.17861482,28.12879708,N,16.64411367,26.79296346,20.1623816,17.99729364,N,Y,N,2017
253,2213,253,253,165,25,125,117,21,56,113,23,3,648,400,262,930,0.28172043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05555556,25.46296296,19.29012346,17.4382716,,,,
,,32131,32131,64925,6115,51599,57435,11623,18231,45498,8757,1228,265411,170105,108879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
