,WARD_PRECI,Total,Male,M 18-19,M 20-24,M 25-29,M 30-34,M 35-44,M 45-54,M 55-64,M 65-74,M 75-84,M 85+,Female,F 18-19,F 20-24,F 25-29,F 30-34,F 35-44,F 45-54,F 55-64,F 65-74,F 75-84,F 85+
0,0102,46.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,32.0,0.0,7.0,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
1,0105,12.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2,0203,75.0,30.0,0.0,0.0,0.0,10.0,6.0,2.0,1.0,1.0,1.0,0.0,45.0,0.0,0.0,4.0,10.0,9.0,1.0,1.0,2.0,5.0,0.0
3,0205,100.0,47.0,0.0,0.0,1.0,8.0,13.0,5.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,9.0,6.0,18.0,0.0,0.0,3.0,5.0,0.0
4,0204,122.0,53.0,0.0,0.0,0.0,10.0,13.0,5.0,0.0,1.0,1.0,0.0,69.0,0.0,0.0,9.0,8.0,21.0,3.0,1.0,5.0,6.0,0.0
5,0206,111.0,57.0,1.0,3.0,2.0,5.0,13.0,5.0,11.0,0.0,0.0,0.0,54.0,0.0,4.0,5.0,5.0,16.0,4.0,6.0,2.0,3.0,0.0
6,0303,97.0,34.0,0.0,3.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,17.0,4.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0
7,0304,71.0,33.0,0.0,10.0,13.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,2.0,20.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0
8,0307,730.0,352.0,7.0,5.0,13.0,34.0,26.0,47.0,44.0,29.0,45.0,64.0,380.0,10.0,28.0,55.0,43.0,51.0,50.0,37.0,44.0,12.0,11.0
9,0402,441.0,170.0,2.0,46.0,46.0,21.0,7.0,12.0,0.0,16.0,12.0,0.0,269.0,0.0,10.0,23.0,116.0,33.0,45.0,20.0,20.0,0.0,0.0
10,0401,194.0,75.0,0.0,5.0,4.0,15.0,22.0,15.0,3.0,2.0,0.0,5.0,118.0,0.0,0.0,12.0,4.0,43.0,9.0,2.0,2.0,6.0,4.0
11,0403,116.0,44.0,0.0,9.0,8.0,8.0,14.0,5.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,8.0,7.0,28.0,9.0,0.0,0.0,3.0,0.0
12,0405,396.0,137.0,11.0,36.0,43.0,19.0,2.0,1.0,6.0,11.0,6.0,0.0,259.0,9.0,24.0,103.0,32.0,0.0,3.0,15.0,6.0,58.0,0.0
13,0406,538.0,232.0,5.0,48.0,108.0,17.0,6.0,0.0,39.0,5.0,3.0,0.0,306.0,9.0,38.0,117.0,33.0,0.0,11.0,7.0,12.0,78.0,0.0
14,0404,218.0,152.0,10.0,66.0,19.0,9.0,11.0,17.0,0.0,0.0,20.0,0.0,65.0,0.0,9.0,2.0,23.0,6.0,6.0,0.0,6.0,1.0,0.0
