,WARD_PRECI,Total,Male,M 18-19,M 20-24,M 25-29,M 30-34,M 35-44,M 45-54,M 55-64,M 65-74,M 75-84,M 85+,Female,F 18-19,F 20-24,F 25-29,F 30-34,F 35-44,F 45-54,F 55-64,F 65-74,F 75-84,F 85+
0,0102,99.0,51.0,6.0,15.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,39.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1,0105,56.0,30.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,26.0,9.0,1.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0
2,0203,92.0,30.0,1.0,1.0,2.0,2.0,0.0,1.0,8.0,3.0,0.0,0.0,62.0,0.0,9.0,11.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0
3,0205,139.0,29.0,0.0,3.0,0.0,1.0,0.0,0.0,20.0,3.0,0.0,0.0,111.0,0.0,23.0,24.0,1.0,0.0,10.0,17.0,0.0,0.0,0.0
4,0204,187.0,51.0,2.0,1.0,2.0,3.0,0.0,2.0,21.0,5.0,0.0,0.0,136.0,0.0,22.0,27.0,0.0,3.0,13.0,22.0,0.0,0.0,0.0
5,0206,108.0,37.0,4.0,3.0,12.0,1.0,5.0,0.0,11.0,2.0,0.0,0.0,70.0,0.0,13.0,14.0,0.0,5.0,6.0,13.0,0.0,0.0,0.0
6,0303,23.0,9.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0304,51.0,33.0,0.0,3.0,14.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,0.0,0.0,0.0
8,0307,441.0,216.0,7.0,9.0,4.0,0.0,76.0,45.0,14.0,25.0,3.0,0.0,226.0,12.0,23.0,0.0,0.0,10.0,29.0,36.0,45.0,36.0,4.0
9,0402,618.0,163.0,3.0,0.0,0.0,10.0,84.0,0.0,10.0,24.0,21.0,0.0,455.0,7.0,10.0,22.0,59.0,40.0,50.0,70.0,60.0,20.0,32.0
10,0401,135.0,39.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,11.0,15.0,0.0,96.0,2.0,5.0,5.0,26.0,2.0,6.0,14.0,23.0,4.0,0.0
11,0403,189.0,41.0,1.0,0.0,0.0,0.0,15.0,0.0,5.0,11.0,9.0,0.0,148.0,4.0,5.0,12.0,23.0,5.0,16.0,22.0,33.0,10.0,0.0
12,0405,255.0,103.0,40.0,18.0,17.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,152.0,6.0,0.0,18.0,2.0,21.0,40.0,11.0,15.0,0.0,19.0
13,0406,286.0,84.0,37.0,16.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,202.0,37.0,0.0,27.0,0.0,44.0,48.0,13.0,14.0,0.0,9.0
14,0404,360.0,139.0,0.0,0.0,0.0,0.0,12.0,8.0,11.0,78.0,3.0,0.0,222.0,0.0,0.0,73.0,4.0,25.0,67.0,39.0,3.0,0.0,0.0
15,0408,448.0,202.0,59.0,40.0,2.0,18.0,9.0,23.0,28.0,11.0,0.0,0.0,246.0,61.0,96.0,14.0,15.0,13.0,36.0,0.0,4.0,6.0,0.0
16,0409,839.0,404.0,44.0,80.0,34.0,41.0,12.0,43.0,44.0,16.0,12.0,0.0,436.0,65.0,122.0,28.0,17.0,39.0,30.0,57.0,12.0,15.0,0.0
17,0504,45.0,27.0,0.0,0.0,1.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
18,0503,24.0,24.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0501,229.0,76.0,4.0,8.0,10.0,1.0,5.0,3.0,5.0,15.0,0.0,2.0,153.0,7.0,41.0,1.0,5.0,20.0,1.0,19.0,9.0,0.0,0.0
20,0902,564.0,172.0,0.0,0.0,4.0,0.0,8.0,5.0,38.0,43.0,20.0,0.0,392.0,20.0,1.0,40.0,0.0,91.0,65.0,33.0,29.0,20.0,7.0
21,0901,200.0,92.0,0.0,1.0,0.0,0.0,69.0,3.0,10.0,7.0,0.0,0.0,109.0,11.0,1.0,0.0,0.0,2.0,18.0,31.0,22.0,2.0,0.0
22,0502,322.0,223.0,17.0,24.0,48.0,5.0,65.0,10.0,14.0,15.0,0.0,0.0,98.0,25.0,19.0,6.0,0.0,0.0,23.0,2.0,5.0,0.0,0.0
23,0603,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,0605,25.0,24.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,0606,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
26,0602,482.0,197.0,14.0,20.0,7.0,22.0,24.0,10.0,10.0,0.0,3.0,0.0,285.0,8.0,34.0,16.0,30.0,37.0,28.0,21.0,4.0,3.0,0.0
27,0608,11.0,9.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0702,30.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,1.0,3.0,2.0
29,0706,245.0,156.0,0.0,12.0,23.0,4.0,0.0,1.0,21.0,18.0,0.0,0.0,89.0,0.0,0.0,17.0,10.0,1.0,19.0,0.0,0.0,0.0,0.0
30,0805,1370.0,730.0,14.0,119.0,96.0,30.0,76.0,85.0,56.0,27.0,17.0,4.0,639.0,67.0,57.0,41.0,58.0,58.0,99.0,91.0,38.0,15.0,9.0
31,0803,1417.0,702.0,30.0,53.0,92.0,65.0,66.0,52.0,82.0,22.0,56.0,0.0,714.0,3.0,45.0,103.0,66.0,65.0,99.0,92.0,47.0,46.0,1.0
32,1201,1927.0,800.0,29.0,66.0,88.0,63.0,56.0,102.0,102.0,50.0,38.0,3.0,1126.0,24.0,76.0,124.0,124.0,104.0,159.0,134.0,93.0,41.0,22.0
33,0905,1514.0,659.0,41.0,57.0,18.0,12.0,52.0,137.0,127.0,41.0,20.0,1.0,855.0,18.0,73.0,50.0,59.0,90.0,107.0,108.0,106.0,45.0,15.0
34,1002,357.0,177.0,7.0,26.0,18.0,18.0,31.0,16.0,13.0,3.0,7.0,0.0,179.0,6.0,24.0,11.0,2.0,15.0,27.0,36.0,5.0,15.0,4.0
35,1001,279.0,144.0,7.0,24.0,17.0,17.0,10.0,15.0,10.0,3.0,7.0,0.0,135.0,6.0,17.0,10.0,2.0,14.0,16.0,31.0,5.0,7.0,1.0
36,0904,1469.0,671.0,32.0,60.0,37.0,25.0,41.0,110.0,102.0,29.0,35.0,5.0,799.0,19.0,70.0,44.0,41.0,98.0,68.0,99.0,69.0,47.0,7.0
37,0903,1707.0,610.0,0.0,13.0,24.0,14.0,71.0,115.0,89.0,67.0,10.0,14.0,1097.0,32.0,17.0,87.0,68.0,152.0,111.0,74.0,63.0,41.0,10.0
38,0804,768.0,387.0,19.0,27.0,37.0,27.0,29.0,32.0,43.0,19.0,45.0,0.0,382.0,0.0,19.0,43.0,37.0,39.0,56.0,48.0,36.0,30.0,0.0
39,0806,1272.0,706.0,22.0,105.0,106.0,37.0,84.0,80.0,48.0,25.0,26.0,4.0,564.0,42.0,56.0,50.0,44.0,54.0,83.0,90.0,36.0,10.0,9.0
40,0709,162.0,99.0,1.0,2.0,22.0,5.0,11.0,23.0,5.0,10.0,3.0,0.0,64.0,0.0,0.0,7.0,10.0,1.0,5.0,1.0,5.0,8.0,1.0
41,0710,1541.0,773.0,12.0,130.0,47.0,45.0,97.0,73.0,86.0,29.0,9.0,0.0,767.0,70.0,42.0,71.0,68.0,76.0,92.0,64.0,56.0,28.0,6.0
42,0807,612.0,322.0,9.0,39.0,52.0,23.0,34.0,33.0,27.0,9.0,11.0,2.0,290.0,17.0,27.0,32.0,27.0,24.0,46.0,44.0,13.0,9.0,4.0
43,1006,880.0,368.0,4.0,25.0,0.0,38.0,33.0,13.0,76.0,34.0,3.0,1.0,512.0,0.0,23.0,84.0,71.0,27.0,37.0,61.0,59.0,16.0,19.0
44,1003,235.0,136.0,4.0,7.0,20.0,0.0,46.0,5.0,29.0,6.0,0.0,0.0,99.0,0.0,18.0,5.0,0.0,5.0,23.0,9.0,2.0,13.0,9.0
